ADVERSARY_NAME,apt32,lazarus-group,apt28,unc2452,wizard-spider,apt41,turla,oilrig,muddywater,patchwork,bronze-butler,apt39,apt3,fin6,dragonfly-2.0,threat-group-3390,cobalt-group,menupass,rocke,apt33,apt29,tropic-trooper,ta505,leviathan,ke3chang,magic-hound,fin7,fin8,silence,sandworm-team,soft-cell,apt1,temp.veles,kimsuky,gamaredon-group,blue-mockingbird,apt37,inception,machete,honeybee,gorgon-group,fin4,apt19,promethium,molerats,leafminer,frankenstein,apt38,night-dragon,chimera,darkhotel,stolen-pencil,rancor,fin10,deep-panda,dark-caracal,admin@338,windshift,platinum,copykittens,carbanak,apt18,the-white-company,stealth-falcon,sharpshooter,rtm,naikon,gallmaker,elderwood,blacktech,apt-c-36,whitefly,wirte,ta459,sowbug,poseidon-group,mofang,fin5,darkhydrus,cleaver,apt12,threat-group-1314,strider,silverterrier,putter-panda,equation,axiom,thrip,suckfly,orangeworm,group5,gcman,darkvishnya,apt30,winnti-group,scarlet-mimic,moafee,gold-southfield,dragonfly,apt17,apt16,taidoor,pittytiger,neodymium,monsoon,lotus-blossom,dust-storm,dragonok,charming-kitten,blackoasis,apt34
kimsuky,5%,10%,3%,10%,6%,3%,3%,3%,4%,4%,8%,0%,4%,8%,8%,4%,4%,5%,14%,0%,5%,5%,0%,0%,0%,6%,6%,6%,6%,6%,0%,0%,8%,-,15%,0%,0%,8%,0%,9%,9%,0%,0%,0%,0%,0%,0%,10%,11%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,17%,17%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
gamaredon-group,8%,5%,6%,10%,6%,3%,3%,3%,7%,8%,12%,0%,8%,8%,4%,4%,4%,5%,14%,0%,9%,5%,5%,5%,0%,6%,0%,6%,6%,13%,0%,0%,8%,15%,-,8%,0%,0%,0%,9%,9%,0%,9%,0%,0%,0%,0%,10%,11%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,17%,17%,17%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
blue-mockingbird,8%,0%,3%,6%,0%,3%,0%,0%,7%,4%,4%,4%,4%,0%,0%,0%,4%,5%,5%,0%,5%,5%,5%,5%,0%,0%,0%,0%,6%,13%,0%,7%,8%,0%,8%,-,0%,8%,0%,0%,0%,0%,18%,10%,0%,0%,0%,0%,0%,11%,0%,0%,0%,0%,14%,0%,17%,0%,0%,17%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,25%,0%,25%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt37,0%,0%,0%,0%,0%,0%,0%,0%,7%,4%,8%,0%,0%,0%,0%,4%,4%,0%,0%,0%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
inception,5%,3%,0%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,0%,0%,5%,0%,0%,6%,0%,0%,0%,0%,0%,0%,8%,0%,8%,0%,-,0%,0%,0%,0%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
machete,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
honeybee,3%,3%,3%,6%,6%,7%,0%,3%,4%,12%,8%,0%,4%,8%,4%,9%,9%,5%,5%,0%,9%,5%,5%,5%,0%,6%,6%,6%,13%,6%,0%,0%,8%,8%,8%,0%,8%,0%,0%,-,0%,0%,0%,10%,10%,0%,0%,10%,0%,0%,13%,0%,0%,14%,0%,0%,0%,0%,0%,17%,0%,17%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,50%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
gorgon-group,3%,3%,3%,3%,3%,0%,3%,0%,0%,4%,4%,0%,4%,4%,0%,4%,0%,5%,9%,0%,0%,0%,0%,0%,0%,6%,0%,0%,0%,0%,0%,0%,0%,8%,8%,0%,0%,0%,0%,0%,-,0%,9%,0%,0%,0%,0%,0%,11%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
fin4,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt19,10%,0%,6%,3%,0%,3%,0%,0%,4%,4%,4%,0%,12%,0%,0%,4%,4%,5%,0%,0%,5%,5%,5%,5%,0%,6%,0%,0%,0%,6%,7%,0%,0%,0%,8%,15%,0%,8%,0%,0%,9%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,29%,0%,0%,0%,0%,33%,17%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
promethium,8%,3%,0%,10%,6%,7%,0%,0%,4%,8%,4%,4%,0%,8%,0%,0%,0%,5%,5%,0%,0%,10%,5%,5%,0%,0%,11%,0%,13%,6%,0%,7%,8%,0%,0%,8%,0%,0%,0%,9%,0%,0%,0%,-,10%,0%,0%,0%,0%,11%,13%,14%,0%,14%,0%,0%,17%,0%,0%,17%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20%,25%,0%,0%,25%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
molerats,0%,0%,0%,3%,3%,3%,0%,0%,0%,4%,0%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,0%,5%,5%,0%,0%,6%,0%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,9%,0%,0%,0%,10%,-,0%,0%,0%,0%,0%,13%,0%,0%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
leafminer,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
frankenstein,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt38,5%,5%,6%,3%,3%,7%,0%,3%,0%,8%,4%,4%,8%,4%,8%,4%,4%,5%,9%,0%,9%,5%,5%,0%,0%,6%,0%,12%,6%,6%,7%,0%,8%,8%,8%,0%,0%,0%,0%,9%,0%,0%,0%,0%,0%,0%,0%,-,11%,0%,0%,0%,0%,14%,0%,14%,0%,0%,0%,0%,0%,17%,40%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
night-dragon,3%,5%,3%,3%,3%,0%,3%,0%,0%,4%,4%,4%,4%,4%,0%,0%,0%,0%,9%,0%,5%,0%,5%,0%,0%,0%,0%,0%,0%,0%,13%,7%,0%,8%,8%,0%,0%,0%,0%,0%,9%,0%,0%,0%,0%,0%,0%,10%,-,0%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
chimera,3%,0%,0%,3%,0%,3%,0%,0%,4%,4%,4%,4%,0%,0%,0%,0%,0%,5%,5%,0%,0%,5%,0%,0%,0%,0%,0%,0%,6%,6%,0%,7%,8%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,25%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
darkhotel,0%,0%,0%,3%,3%,3%,0%,0%,0%,4%,0%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,0%,5%,5%,0%,0%,6%,0%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,9%,0%,0%,0%,10%,10%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
stolen-pencil,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,0%,0%,0%,-,0%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
rancor,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
fin10,5%,3%,3%,3%,3%,3%,0%,3%,0%,4%,4%,0%,4%,4%,4%,4%,4%,5%,5%,0%,5%,10%,0%,0%,0%,6%,0%,6%,6%,6%,0%,0%,8%,8%,8%,0%,0%,0%,0%,9%,0%,0%,0%,10%,0%,0%,0%,10%,0%,0%,0%,14%,0%,-,0%,0%,0%,0%,0%,0%,0%,17%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
deep-panda,5%,0%,3%,0%,0%,0%,3%,3%,0%,4%,0%,0%,8%,0%,0%,0%,4%,0%,0%,0%,0%,0%,0%,5%,0%,6%,0%,0%,0%,0%,7%,0%,8%,0%,0%,8%,0%,8%,0%,0%,9%,0%,18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
dark-caracal,0%,5%,0%,0%,0%,3%,0%,3%,0%,4%,0%,4%,4%,0%,0%,0%,0%,0%,5%,0%,5%,0%,5%,0%,0%,0%,0%,0%,6%,0%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,11%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
admin@338,3%,0%,0%,3%,0%,3%,0%,0%,4%,4%,4%,4%,0%,0%,0%,0%,0%,5%,5%,0%,0%,5%,0%,0%,0%,0%,0%,0%,6%,6%,0%,7%,8%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,0%,11%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,25%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
windshift,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
platinum,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
copykittens,5%,0%,6%,6%,3%,3%,0%,0%,4%,4%,0%,0%,8%,4%,0%,0%,0%,0%,0%,0%,5%,0%,10%,5%,0%,6%,6%,0%,6%,6%,0%,0%,0%,0%,8%,8%,0%,0%,0%,9%,9%,0%,18%,10%,10%,0%,0%,0%,0%,0%,13%,0%,0%,0%,14%,0%,0%,0%,0%,-,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
carbanak,8%,5%,3%,13%,3%,3%,0%,0%,7%,4%,4%,4%,4%,4%,4%,0%,0%,5%,9%,0%,5%,5%,5%,0%,0%,0%,6%,0%,6%,13%,0%,7%,8%,8%,8%,15%,0%,0%,0%,0%,0%,0%,9%,20%,0%,0%,0%,0%,0%,11%,0%,0%,0%,0%,0%,0%,17%,0%,0%,17%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,20%,25%,0%,0%,25%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt18,3%,3%,3%,3%,3%,3%,0%,3%,0%,4%,4%,0%,4%,4%,4%,4%,4%,5%,5%,0%,5%,5%,0%,0%,0%,6%,0%,6%,6%,6%,0%,0%,8%,8%,8%,0%,0%,0%,0%,9%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,0%,-,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
the-white-company,3%,5%,3%,3%,3%,3%,0%,3%,0%,8%,4%,4%,8%,4%,4%,4%,4%,5%,9%,0%,9%,5%,5%,0%,0%,6%,0%,6%,6%,6%,7%,0%,8%,8%,8%,0%,0%,0%,0%,9%,0%,0%,0%,0%,0%,0%,0%,20%,11%,0%,0%,0%,0%,14%,0%,14%,0%,0%,0%,0%,0%,17%,-,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
stealth-falcon,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
sharpshooter,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
rtm,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
naikon,3%,0%,0%,0%,0%,3%,0%,0%,0%,4%,4%,0%,4%,0%,0%,4%,0%,5%,0%,0%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
gallmaker,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
elderwood,0%,3%,0%,0%,0%,0%,0%,0%,0%,4%,0%,4%,4%,0%,0%,0%,0%,0%,5%,0%,5%,0%,5%,0%,0%,0%,0%,0%,0%,0%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,11%,0%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
blacktech,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
apt-c-36,3%,3%,0%,3%,3%,0%,0%,0%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
whitefly,3%,0%,0%,3%,0%,3%,0%,0%,4%,4%,4%,4%,0%,0%,0%,4%,0%,9%,5%,0%,0%,5%,0%,0%,0%,0%,0%,0%,6%,6%,0%,7%,8%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,0%,11%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,17%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,-,0%,0%,25%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
